Date,Pptn_us,PET_us,ET_us,Pptn_us_ds,PET_us_ds,ET_us_ds,Pptn_total,PET_total,ET_total,Q_us,Q_ds,ET_us_sim,SM_us_sim,GW_us_sim,Q_us_sim,ET_us_ds_sim,SM_us_ds_sim,GW_us_ds_sim,Q_ds_sim
1998-01-01,0,2.0123847,1.8829691,0.035606631125268,1.9272033,1.6816607,0.02946331655714,1.9272033,1.6816607,0.336617185950641,0.320905839788248,1.38754042287962,47.9377258975197,37.3531663287606,0.270526487807296,1.9272033,87.1999344814586,47.7626496857801,0.334189817016065
1998-01-02,0,2.0036073,1.8418951,0.000181994912707,1.9218854,1.6464283,0.000150594806513,1.9218854,1.6464283,0.335147241907189,0.23095752220798,1.34850832901074,46.589217568509,37.0856261098871,0.268588855127856,1.9218854,85.2782310763713,47.4205520537228,0.331796077868401
1998-01-03,0.507255872566851,1.7963233,1.638409,0.275418118110965,1.8514359,1.5702932,0.315417753323441,1.8514359,1.5702932,0.379245563210766,0.235184416831113,1.7963233,45.3001501410758,36.8200021346885,0.266665100647301,1.8514359,83.7022132944822,47.0809046791498,0.329419570525265
1998-01-04,0,2.1798217,1.9792924,0,2.2627058,1.900828,0,2.2627058,1.900828,0.35278657042862,0.249386782764839,1.2743122170891,44.0258379239867,36.5562806781636,0.264755124963709,2.2627058,81.4395074944822,46.7436900122121,0.327060109347885
1998-01-05,0,2.4314356,2.191201,0,2.4350574,2.0323334,0,2.4350574,2.0323334,0.504680788252054,0.218192300446119,1.23846528012387,42.7873726438628,36.2944481136159,0.262858829387124,2.29092749208874,79.1485800023935,46.4088906287608,0.32471755464086
1998-01-06,0,2.5161805,2.249138,0,2.5101962,2.0798488,0,2.5101962,2.0798488,0.446862989209585,0.237720553604993,1.20362673252552,41.5837459113373,36.0344909119494,0.260976115934452,2.22648274118742,76.9220972612061,46.0764892294467,0.322391780331967
1998-01-07,0,2.2211452,1.9628583,0,2.302793,1.8703789,0,2.302793,1.8703789,0.333677297863736,0.194014463201799,1.16976820787834,40.413977703459,35.7763956409695,0.259106887324397,2.1638508481496,74.7582464130565,45.746468638826,0.320082664823304
1998-01-08,0,2.5018578,2.1911123,0,2.4572368,1.9898697,0,2.4572368,1.9898697,0.306728323733772,0.177529574171581,1.13686213772583,39.2771155657331,35.5201489646892,0.257251046972437,2.10298081652347,72.655265596533,45.4188118044736,0.317790088398345
1998-01-09,0,2.4328144,2.1064625,0,2.4838436,1.9784749,0,2.4838436,1.9784749,0.287129069821071,0.152168206432783,1.10488172912368,38.1722338366095,35.2657376426398,0.25540849898583,2.04382308440881,70.6114425121242,45.0935017961013,0.315513932483915
1998-01-10,0,2.0486684,1.7491171,0,2.2231133,1.7859718,0,2.2231133,1.7859718,0.282719237690713,0.135260627940252,1.07380094282439,37.0984328937851,35.0131485291867,0.253579148158663,1.98632948410241,68.6251130280218,44.7705218046832,0.313254079437
1998-01-11,0,1.9757788,1.6734922,0,2.1896238,1.6994832,0,2.1896238,1.6994832,0.274879536125633,0.126806838693986,1.04359447207536,36.0548384217097,34.7623685728504,0.25176289996693,1.93045320287876,66.694659825143,44.4498551415874,0.311010412480082
1998-01-12,0,2.2395904,1.8728046,0,2.3419995,1.7973087,0,2.3419995,1.7973087,0.266059871864917,0.133400794306073,1.01423772201359,35.0406006996961,34.513384815632,0.249959660563648,1.87614874487396,64.8185110802691,44.1314852377135,0.308782815678532
1998-01-13,0,2.7139516,2.2485228,0,2.7225184,2.0847638,0,2.7225184,2.0847638,0.266059871864917,0.141854583552339,0.985706789639865,34.0548939100562,34.2661843923434,0.248169336774008,1.82337189404182,62.9951391862273,43.8153956426363,0.306571173929929
1998-01-14,0,2.6713831,2.1775417,0,2.7060075,2.038959,0,2.7060075,2.038959,0.264589927821465,0.139487522563385,0.957978444356373,33.0969154656999,34.020754529943,0.246391836090564,1.77207967815206,61.2230595080752,43.5015700237561,0.304375372956785
1998-01-15,0,2.6799796,2.1542146,0,2.706269,2.0128596,0,2.706269,2.0128596,0.254300319517297,0.147772236024725,0.931030109051753,32.1658853566481,33.7770825468754,0.244627066668445,1.72223033380129,59.5008291742739,43.1899921654545,0.302195299300266
1998-01-16,0,2.6081307,2.0640745,0,2.6006505,1.9122658,0,2.6006505,1.9122658,0.2655698905171,0.138811219423683,0.904839841718254,31.2610455149299,33.5351558524163,0.242874937320619,1.67378327240812,57.8270459018658,42.880645968257,0.300030840314224
1998-01-17,0,2.604138,2.038259,0,2.6377544,1.9099605,0,2.6377544,1.9099605,0.339557074037547,0.142615424584503,0.879386317586001,30.3816591973439,33.2949619460217,0.241135357513174,1.62669904716501,56.2003468547008,42.5735154480004,0.297881884159343
1998-01-18,0,2.3543184,1.808384,0,2.4268396,1.7240218,0,2.4268396,1.7240218,0.264589927821465,0.152168206432783,0.85464881175984,29.527010385584,33.0564884166822,0.239408237360644,1.58093932091964,54.6194075337811,42.2685847350074,0.295748319797355
1998-01-19,0,1.9369183,1.4672096,0,1.7506365,1.2559252,0,1.7506365,1.2559252,0.272919610734363,0.145574250820696,0.830607182344605,28.6964032032394,32.8197229422818,0.237693487621362,1.53646683495987,53.0829406988213,41.9658380732668,0.2936300369853
1998-01-20,0,1.8695618,1.4496045,0,1.8352934,1.30171,0,1.8352934,1.30171,0.26752981590837,0.134837938477939,0.807241854045087,27.8891613491943,32.5846532889607,0.235991019692852,1.49324537867675,51.5896953201445,41.6652598196185,0.291526926269826
1998-01-21,0,2.0858073,1.5724214,0,2.171256,1.5019835,0,2.171256,1.5019835,0.256260244908567,0.133147180628686,0.784533802227339,27.104627546967,32.3512673104839,0.234300745607247,1.45123976008092,50.1384555600636,41.3668344429463,0.289438878981538
1998-01-22,0,2.41213,1.7806406,0,2.4802375,1.6821278,0,2.4802375,1.6821278,0.260670077038925,0.127229528156299,0.762464537428343,26.3421630095387,32.119552947613,0.232622578026746,1.41041577714848,48.7280397829151,41.0705465233745,0.287365787229378
1998-01-23,0.023491657313649,1.8322868,1.34407,0.029555079846879,1.710719,1.1735882,0.028508940104858,1.710719,1.1735882,0.278309405560356,0.143038114046816,0.764507747615079,25.6011469192372,31.8894982274832,0.230956430239101,1.40029526981963,47.3572995929424,40.7763807514716,0.285307543895053
1998-01-24,0.007921611854012,1.9324735,1.3819286,0.023734075751661,2.0540478,1.3543996,0.021005905837146,2.0540478,1.3543996,0.290068957907976,0.12469339138242,0.728092608839195,24.880975922252,31.6610912629851,0.229302216153137,1.35591476945128,46.0251188992427,40.4843219274592,0.2832640426275
1998-01-25,0.051895657867816,2.1681383,1.5344313,0.161027263791893,2.1503563,1.4182338,0.142198473671884,2.1503563,1.4182338,0.235191046952413,0.126806838693986,0.751807942751749,24.1810636373681,31.4343202521498,0.227659850294301,1.45573315601591,44.7304130070187,40.1943549604265,0.28123517783739
1998-01-26,0,2.6071491,1.8117052,0,2.5066535,1.6313713,0,2.5066535,1.6313713,0.215591793039712,0.126806838693986,0.680223458848241,23.5008401785199,31.2091734775395,0.226029247800248,1.25828527262651,43.4721277343922,39.9064648675507,0.279220844691672
